Id,Account_Type_Description__c,AccountNumber,AccountSource,AnnualRevenue,BillingCity,BillingCountry,BillingGeocodeAccuracy,BillingLatitude,BillingLongitude,BillingPostalCode,BillingState,BillingStreet,Contract_Status__c,Description,Fax,Industry,Jigsaw,JigsawCompanyId,LastActivityDate,Name,NumberOfEmployees,OperatingHoursId,OwnerId,Ownership,ParentId,Payout_Terms__c,Phone,PhotoUrl,Rating,RecordTypeId,ShippingCity,ShippingCountry,ShippingGeocodeAccuracy,ShippingLatitude,ShippingLongitude,ShippingPostalCode,ShippingState,ShippingStreet,Sic,SicDesc,Site,TickerSymbol,Type,Website
001Ws00003b5HOjIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100656,,,Winston Salem,United States,,,,27150,North Carolina,42 6th Road,,,,,,,,Kondratenya Household - 100656,,,005Ws000003miUrIAI,,,,9554136042,/services/images/photo/001Ws00003b5HOjIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HOkIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100865,,,Miami,United States,,,,33129,Florida,44388 Tennyson Crossing,,,,,,,,Flooks Household - 100865,,,005Ws000003miUrIAI,,,,2373907975,/services/images/photo/001Ws00003b5HOkIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HOlIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101065,,,Roanoke,United States,,,,24048,Virginia,74088 Myrtle Alley,,,,,,,,Hugonin Household - 101065,,,005Ws000003miUrIAI,,,,5939119108,/services/images/photo/001Ws00003b5HOlIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HOmIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100844,,,Rochester,United States,,,,14614,New York,7 Warrior Street,,,,,,,,Macquire Household - 100844,,,005Ws000003miUrIAI,,,,5235657753,/services/images/photo/001Ws00003b5HOmIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HOnIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100545,,,Brooklyn,United States,,,,11205,New York,59737 Redwing Lane,,,,,,,,Minard Household - 100545,,,005Ws000003miUrIAI,,,,8144983553,/services/images/photo/001Ws00003b5HOnIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HOoIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100827,,,Fullerton,United States,,,,92640,California,03 Bayside Street,,,,,,,,Weddell Household - 100827,,,005Ws000003miUrIAI,,,,5692143194,/services/images/photo/001Ws00003b5HOoIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HOpIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100830,,,Naples,United States,,,,34108,Florida,763 Warrior Hill,,,,,,,,Cuolahan Household - 100830,,,005Ws000003miUrIAI,,,,7263600723,/services/images/photo/001Ws00003b5HOpIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HOqIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100629,,,Kansas City,United States,,,,64136,Missouri,077 Spaight Lane,,,,,,,,Balwin Household - 100629,,,005Ws000003miUrIAI,,,,6374051944,/services/images/photo/001Ws00003b5HOqIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HOrIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100806,,,Chattanooga,United States,,,,37410,Tennessee,74 Village Terrace,,,,,,,,Buckthorpe Household - 100806,,,005Ws000003miUrIAI,,,,7398852695,/services/images/photo/001Ws00003b5HOrIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HOsIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101061,,,Alexandria,United States,,,,22313,Virginia,9 Buell Hill,,,,,,,,Brumble Household - 101061,,,005Ws000003miUrIAI,,,,7825809061,/services/images/photo/001Ws00003b5HOsIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HOtIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100993,,,Washington,United States,,,,20051,District of Columbia,3 Claremont Plaza,,,,,,,,Gommery Household - 100993,,,005Ws000003miUrIAI,,,,1626292364,/services/images/photo/001Ws00003b5HOtIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HOuIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100763,,,Charleston,United States,,,,25331,West Virginia,2025 Marcy Junction,,,,,,,,Fosberry Household - 100763,,,005Ws000003miUrIAI,,,,9176477334,/services/images/photo/001Ws00003b5HOuIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HOvIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101042,,,San Diego,United States,,,,92105,California,868 Portage Alley,,,,,,,,Taunton Household - 101042,,,005Ws000003miUrIAI,,,,4066400505,/services/images/photo/001Ws00003b5HOvIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HOwIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101048,,,Jackson,United States,,,,39204,Mississippi,1138 East Place,,,,,,,,Joisce Household - 101048,,,005Ws000003miUrIAI,,,,4038409335,/services/images/photo/001Ws00003b5HOwIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HOxIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100723,,,Hyattsville,United States,,,,20784,Maryland,5 Cordelia Point,,,,,,,,Uc Household - 100723,,,005Ws000003miUrIAI,,,,7265478521,/services/images/photo/001Ws00003b5HOxIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HOyIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100850,,,Honolulu,United States,,,,96850,Hawaii,7 Lake View Terrace,,,,,,,,Learmond Household - 100850,,,005Ws000003miUrIAI,,,,2105384808,/services/images/photo/001Ws00003b5HOyIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HOzIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100777,,,Shawnee Mission,United States,,,,66225,Kansas,608 Sloan Avenue,,,,,,,,Wyllt Household - 100777,,,005Ws000003miUrIAI,,,,6118660737,/services/images/photo/001Ws00003b5HOzIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HP0IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101001,,,South Bend,United States,,,,46620,Indiana,2 Myrtle Place,,,,,,,,Olligan Household - 101001,,,005Ws000003miUrIAI,,,,2974022361,/services/images/photo/001Ws00003b5HP0IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HP1IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100517,,,Fort Pierce,United States,,,,34981,Florida,18 Fisk Pass,,,,,,,,Olenchikov Household - 100517,,,005Ws000003miUrIAI,,,,2748405149,/services/images/photo/001Ws00003b5HP1IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HP2IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100723,,,Charleston,United States,,,,25362,West Virginia,82708 Elka Plaza,,,,,,,,Clappson Household - 100723,,,005Ws000003miUrIAI,,,,5769785538,/services/images/photo/001Ws00003b5HP2IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HP3IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101005,,,Los Angeles,United States,,,,90071,California,0 Bay Way,,,,,,,,Shooter Household - 101005,,,005Ws000003miUrIAI,,,,7881457144,/services/images/photo/001Ws00003b5HP3IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HP4IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100933,,,Baltimore,United States,,,,21216,Maryland,99029 Prairieview Road,,,,,,,,Cheson Household - 100933,,,005Ws000003miUrIAI,,,,7168259339,/services/images/photo/001Ws00003b5HP4IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HP5IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100768,,,Durham,United States,,,,27717,North Carolina,7275 Packers Point,,,,,,,,Braam Household - 100768,,,005Ws000003miUrIAI,,,,2492258614,/services/images/photo/001Ws00003b5HP5IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HP6IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100499,,,Minneapolis,United States,,,,55441,Minnesota,2 Almo Crossing,,,,,,,,Hewell Household - 100499,,,005Ws000003miUrIAI,,,,3525898792,/services/images/photo/001Ws00003b5HP6IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HP7IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100635,,,Jefferson City,United States,,,,65105,Missouri,348 Raven Alley,,,,,,,,Liveing Household - 100635,,,005Ws000003miUrIAI,,,,8188822028,/services/images/photo/001Ws00003b5HP7IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HP8IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100937,,,Columbus,United States,,,,43215,Ohio,78 Brown Center,,,,,,,,Marriott Household - 100937,,,005Ws000003miUrIAI,,,,9237255733,/services/images/photo/001Ws00003b5HP8IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HP9IAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101006,,,Mobile,United States,,,,36641,Alabama,38758 Golden Leaf Drive,,,,,,,,Olivetti Household - 101006,,,005Ws000003miUrIAI,,,,2163956483,/services/images/photo/001Ws00003b5HP9IAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPAIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100768,,,Chattanooga,United States,,,,37410,Tennessee,2665 Stang Terrace,,,,,,,,McDonough Household - 100768,,,005Ws000003miUrIAI,,,,3561610758,/services/images/photo/001Ws00003b5HPAIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPBIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100755,,,Indianapolis,United States,,,,46295,Indiana,5 Larry Center,,,,,,,,Ferney Household - 100755,,,005Ws000003miUrIAI,,,,1708541888,/services/images/photo/001Ws00003b5HPBIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPCIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100584,,,Pensacola,United States,,,,32590,Florida,0 Redwing Point,,,,,,,,Fussey Household - 100584,,,005Ws000003miUrIAI,,,,2206350944,/services/images/photo/001Ws00003b5HPCIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPDIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100906,,,Salt Lake City,United States,,,,84170,Utah,77 Rowland Street,,,,,,,,Shergill Household - 100906,,,005Ws000003miUrIAI,,,,6592113885,/services/images/photo/001Ws00003b5HPDIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPEIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100932,,,El Paso,United States,,,,79934,Texas,526 Arkansas Trail,,,,,,,,Iuorio Household - 100932,,,005Ws000003miUrIAI,,,,3704944639,/services/images/photo/001Ws00003b5HPEIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPFIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100905,,,Chattanooga,United States,,,,37410,Tennessee,54 Division Circle,,,,,,,,Klaussen Household - 100905,,,005Ws000003miUrIAI,,,,2178580144,/services/images/photo/001Ws00003b5HPFIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPGIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100759,,,Omaha,United States,,,,68164,Nebraska,7094 Tennessee Circle,,,,,,,,Decroix Household - 100759,,,005Ws000003miUrIAI,,,,8279280724,/services/images/photo/001Ws00003b5HPGIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPHIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100779,,,New York City,United States,,,,10175,New York,1 Green Junction,,,,,,,,Lieber Household - 100779,,,005Ws000003miUrIAI,,,,1249140518,/services/images/photo/001Ws00003b5HPHIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPIIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100969,,,Washington,United States,,,,20380,District of Columbia,9 Oak Park,,,,,,,,Jansky Household - 100969,,,005Ws000003miUrIAI,,,,2981469530,/services/images/photo/001Ws00003b5HPIIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPJIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100690,,,Cincinnati,United States,,,,45249,Ohio,3 Buena Vista Point,,,,,,,,Emmerson Household - 100690,,,005Ws000003miUrIAI,,,,5345797684,/services/images/photo/001Ws00003b5HPJIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPKIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100888,,,Louisville,United States,,,,40298,Kentucky,968 Algoma Pass,,,,,,,,Strahan Household - 100888,,,005Ws000003miUrIAI,,,,4057269332,/services/images/photo/001Ws00003b5HPKIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPLIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101050,,,New York City,United States,,,,10060,New York,7 Colorado Crossing,,,,,,,,Bellerby Household - 101050,,,005Ws000003miUrIAI,,,,8148052454,/services/images/photo/001Ws00003b5HPLIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPMIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101029,,,Anniston,United States,,,,36205,Alabama,84 Oakridge Drive,,,,,,,,Dowsing Household - 101029,,,005Ws000003miUrIAI,,,,4105174426,/services/images/photo/001Ws00003b5HPMIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPNIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101100,,,Salt Lake City,United States,,,,84105,Utah,770 Longview Hill,,,,,,,,Antliff Household - 101100,,,005Ws000003miUrIAI,,,,1222664575,/services/images/photo/001Ws00003b5HPNIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPOIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101095,,,Dallas,United States,,,,75210,Texas,2 Moland Terrace,,,,,,,,Mouton Household - 101095,,,005Ws000003miUrIAI,,,,7994003499,/services/images/photo/001Ws00003b5HPOIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPPIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100930,,,Milwaukee,United States,,,,53277,Wisconsin,5692 Miller Pass,,,,,,,,Devereux Household - 100930,,,005Ws000003miUrIAI,,,,1654379457,/services/images/photo/001Ws00003b5HPPIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPQIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100588,,,Memphis,United States,,,,38150,Tennessee,8493 Homewood Court,,,,,,,,Kohnert Household - 100588,,,005Ws000003miUrIAI,,,,3253022631,/services/images/photo/001Ws00003b5HPQIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPRIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101023,,,El Paso,United States,,,,88574,Texas,91 Dixon Street,,,,,,,,Thatcham Household - 101023,,,005Ws000003miUrIAI,,,,2147801186,/services/images/photo/001Ws00003b5HPRIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPSIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101045,,,Los Angeles,United States,,,,90189,California,54 Moulton Court,,,,,,,,Greiser Household - 101045,,,005Ws000003miUrIAI,,,,1087782403,/services/images/photo/001Ws00003b5HPSIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPTIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100547,,,West Hartford,United States,,,,6127,Connecticut,8 Buhler Park,,,,,,,,Openshaw Household - 100547,,,005Ws000003miUrIAI,,,,3146290789,/services/images/photo/001Ws00003b5HPTIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPUIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100624,,,New Orleans,United States,,,,70187,Louisiana,33 Fulton Crossing,,,,,,,,Summerly Household - 100624,,,005Ws000003miUrIAI,,,,9291344264,/services/images/photo/001Ws00003b5HPUIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPVIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100568,,,Richmond,United States,,,,23242,Virginia,93 Haas Junction,,,,,,,,Hargroves Household - 100568,,,005Ws000003miUrIAI,,,,6948753353,/services/images/photo/001Ws00003b5HPVIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPWIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100923,,,Brooklyn,United States,,,,11254,New York,7 Oakridge Drive,,,,,,,,Collopy Household - 100923,,,005Ws000003miUrIAI,,,,6281910408,/services/images/photo/001Ws00003b5HPWIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPXIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100674,,,Richmond,United States,,,,23277,Virginia,29 Westridge Terrace,,,,,,,,Wringe Household - 100674,,,005Ws000003miUrIAI,,,,3052310418,/services/images/photo/001Ws00003b5HPXIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPYIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100513,,,Lubbock,United States,,,,79405,Texas,1 Independence Avenue,,,,,,,,Prestney Household - 100513,,,005Ws000003miUrIAI,,,,4808989340,/services/images/photo/001Ws00003b5HPYIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPZIA2,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100890,,,Louisville,United States,,,,40298,Kentucky,37 Clarendon Lane,,,,,,,,Grandison Household - 100890,,,005Ws000003miUrIAI,,,,4111045320,/services/images/photo/001Ws00003b5HPZIA2,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPaIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100769,,,Odessa,United States,,,,79764,Texas,9032 Hayes Plaza,,,,,,,,Tarply Household - 100769,,,005Ws000003miUrIAI,,,,1546246471,/services/images/photo/001Ws00003b5HPaIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPbIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100982,,,Rockford,United States,,,,61105,Illinois,6 Logan Hill,,,,,,,,Manford Household - 100982,,,005Ws000003miUrIAI,,,,9054461100,/services/images/photo/001Ws00003b5HPbIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPcIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100738,,,Jackson,United States,,,,39204,Mississippi,23 Buhler Crossing,,,,,,,,Lathaye Household - 100738,,,005Ws000003miUrIAI,,,,2978327346,/services/images/photo/001Ws00003b5HPcIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPdIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100748,,,Washington,United States,,,,20226,District of Columbia,8724 Eagle Crest Center,,,,,,,,Kuschek Household - 100748,,,005Ws000003miUrIAI,,,,2824212389,/services/images/photo/001Ws00003b5HPdIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPeIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101080,,,Toledo,United States,,,,43666,Ohio,581 Jenifer Lane,,,,,,,,Adan Household - 101080,,,005Ws000003miUrIAI,,,,8095925341,/services/images/photo/001Ws00003b5HPeIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPfIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100890,,,Philadelphia,United States,,,,19146,Pennsylvania,8079 Manitowish Street,,,,,,,,Balsdone Household - 100890,,,005Ws000003miUrIAI,,,,9569715407,/services/images/photo/001Ws00003b5HPfIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPgIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100635,,,Bradenton,United States,,,,34282,Florida,4 Ramsey Way,,,,,,,,Gullane Household - 100635,,,005Ws000003miUrIAI,,,,6246393046,/services/images/photo/001Ws00003b5HPgIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPhIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100697,,,San Jose,United States,,,,95194,California,3 Ramsey Parkway,,,,,,,,Whalebelly Household - 100697,,,005Ws000003miUrIAI,,,,4192701415,/services/images/photo/001Ws00003b5HPhIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPiIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100504,,,Washington,United States,,,,20575,District of Columbia,65 Vidon Drive,,,,,,,,Cunah Household - 100504,,,005Ws000003miUrIAI,,,,4614858048,/services/images/photo/001Ws00003b5HPiIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPjIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100743,,,Las Vegas,United States,,,,89115,Nevada,6898 Superior Crossing,,,,,,,,Olin Household - 100743,,,005Ws000003miUrIAI,,,,2201822390,/services/images/photo/001Ws00003b5HPjIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPkIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100973,,,Pittsburgh,United States,,,,15274,Pennsylvania,6671 Orin Way,,,,,,,,Healks Household - 100973,,,005Ws000003miUrIAI,,,,1135961143,/services/images/photo/001Ws00003b5HPkIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPlIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100858,,,Minneapolis,United States,,,,55441,Minnesota,874 Mesta Avenue,,,,,,,,Necolds Household - 100858,,,005Ws000003miUrIAI,,,,3831867675,/services/images/photo/001Ws00003b5HPlIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPmIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100504,,,Tucson,United States,,,,85743,Arizona,119 Saint Paul Junction,,,,,,,,Di Bernardo Household - 100504,,,005Ws000003miUrIAI,,,,3023518406,/services/images/photo/001Ws00003b5HPmIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPnIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100748,,,Springfield,United States,,,,1105,Massachusetts,0 Northland Plaza,,,,,,,,Oldall Household - 100748,,,005Ws000003miUrIAI,,,,6542171294,/services/images/photo/001Ws00003b5HPnIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPoIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100880,,,Racine,United States,,,,53405,Wisconsin,7669 Sunbrook Alley,,,,,,,,Pengilly Household - 100880,,,005Ws000003miUrIAI,,,,1981587699,/services/images/photo/001Ws00003b5HPoIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPpIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100514,,,Waco,United States,,,,76705,Texas,95 Transport Parkway,,,,,,,,Ferras Household - 100514,,,005Ws000003miUrIAI,,,,5173503777,/services/images/photo/001Ws00003b5HPpIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPqIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,101009,,,Stamford,United States,,,,6912,Connecticut,1155 Sundown Court,,,,,,,,Goucher Household - 101009,,,005Ws000003miUrIAI,,,,1278020111,/services/images/photo/001Ws00003b5HPqIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPrIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100489,,,Phoenix,United States,,,,85030,Arizona,0650 Mariners Cove Trail,,,,,,,,Cowburn Household - 100489,,,005Ws000003miUrIAI,,,,7209692059,/services/images/photo/001Ws00003b5HPrIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
001Ws00003b5HPsIAM,Represents individual customers or organizations purchasing food or services through the platform. Typically associated with order history and loyalty programs.,100781,,,Houston,United States,,,,77095,Texas,77647 Sunnyside Pass,,,,,,,,Belle Household - 100781,,,005Ws000003miUrIAI,,,,9205653715,/services/images/photo/001Ws00003b5HPsIAM,,012Ws000000x75VIAQ,,,,,,,,,,,,,Customer Account,
